Item Type,Brand,Age (Years),Condition,Weight (kg),Material Composition,Battery Included,Visible Damage,Screen Condition,Rust Presence,Wiring Condition,Resale Potential,Scrap Price (₹),Estimated Repair Cost (₹),Final Amount Paid (₹)
AC,Daikin,12,Partially Working,44.9,Plastic,No,No,N/A,No,Intact,High,8021.46,1854,6167.46
Laptop,Apple,7,Scrap,4.0,"Metal, Plastic",No,Yes,No Damage,Yes,Slightly Worn,High,836.27,0,836.27
Mobile,Apple,6,Non-Working,14.0,Plastic,Yes,Yes,No Damage,No,N/A,High,1614.73,2736,0.0
Mobile,Vivo,13,Non-Working,42.6,"Plastic, Glass",Yes,No,Cracked,No,N/A,High,4309.12,2348,1961.12
Refrigerator,Godrej,3,Partially Working,14.6,"Plastic, Glass",No,No,N/A,No,N/A,High,1164.82,1113,51.819999999999936
AC,LG,13,Non-Working,22.2,Plastic,No,No,N/A,No,Slightly Worn,High,1252.42,3340,0.0
Refrigerator,Samsung,6,Non-Working,6.5,"Plastic, Glass",No,Yes,N/A,No,N/A,High,1349.92,1896,0.0
Washing Machine,Bosch,3,Non-Working,51.6,"Plastic, Glass",No,No,N/A,No,N/A,Medium,6186.06,189,5997.06
Laptop,Lenovo,6,Working,9.9,"Metal, Plastic",No,No,Minor Scratches,Yes,Damaged Wires,Low,536.72,0,536.72
TV,Samsung,3,Partially Working,15.7,"Metal, Plastic",No,Yes,Minor Scratches,No,Damaged Wires,High,3599.28,2461,1138.2800000000002
TV,Panasonic,13,Non-Working,41.1,"Metal, Plastic",No,Yes,Missing Parts,No,Slightly Worn,Low,9261.27,3212,6049.27
Microwave,Panasonic,5,Partially Working,41.2,Plastic,No,Yes,N/A,No,N/A,High,2276.39,1959,317.3899999999999
Refrigerator,Whirlpool,4,Scrap,30.0,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Low,3222.26,0,3222.26
Printer,Epson,8,Partially Working,37.2,"Glass, Plastic, Metal",No,No,N/A,Yes,Slightly Worn,Medium,7724.15,3166,4558.15
Microwave,Panasonic,4,Non-Working,21.6,Plastic,No,No,N/A,No,N/A,Low,2356.22,476,1880.2199999999998
Mobile,Apple,11,Non-Working,26.0,Plastic,No,No,Missing Parts,No,N/A,Medium,3505.87,3476,29.86999999999989
AC,Hitachi,10,Non-Working,28.9,Plastic,No,No,N/A,No,Intact,Low,5909.27,2773,3136.2700000000004
Laptop,Apple,2,Partially Working,9.8,"Glass, Plastic, Metal",No,Yes,Cracked,No,Damaged Wires,Medium,1395.91,1066,329.9100000000001
TV,LG,10,Partially Working,25.4,Metal,No,Yes,Missing Parts,Yes,Damaged Wires,Low,1847.1,3159,0.0
Mobile,OnePlus,5,Scrap,27.8,"Plastic, Glass",Yes,Yes,Minor Scratches,No,N/A,Low,7764.76,0,7764.76
Refrigerator,LG,12,Scrap,38.7,Plastic,No,Yes,N/A,No,N/A,Medium,2222.2,0,2222.2
Printer,HP,13,Working,29.3,"Glass, Plastic, Metal",No,No,N/A,Yes,Slightly Worn,Medium,8709.6,0,8709.6
Microwave,Panasonic,3,Scrap,26.2,"Glass, Plastic, Metal",No,No,N/A,No,N/A,Low,5981.64,0,5981.64
AC,Hitachi,10,Working,2.4,Plastic,No,No,N/A,No,Intact,Medium,198.03,0,198.03
Refrigerator,Godrej,9,Partially Working,53.2,Plastic,No,Yes,N/A,No,N/A,Low,15011.27,1028,13983.27
Printer,Canon,13,Partially Working,36.5,"Metal, Plastic",No,Yes,N/A,No,Damaged Wires,Medium,3890.76,3205,685.7600000000002
Washing Machine,IFB,11,Working,6.2,Plastic,No,Yes,N/A,No,N/A,Low,1766.3,0,1766.3
Mobile,Vivo,15,Working,33.2,Metal,No,Yes,Missing Parts,No,N/A,High,5761.21,0,5761.21
Mobile,OnePlus,15,Working,42.2,"Glass, Plastic, Metal",No,Yes,Missing Parts,No,N/A,Medium,5301.42,0,5301.42
Printer,HP,1,Scrap,49.9,Plastic,No,Yes,N/A,No,Intact,Low,14192.54,0,14192.54
Refrigerator,Whirlpool,12,Scrap,42.0,"Plastic, Glass",No,Yes,N/A,No,N/A,Low,10543.5,0,10543.5
Laptop,HP,14,Partially Working,52.7,Metal,Yes,No,No Damage,Yes,Intact,Low,14135.7,745,13390.7
Washing Machine,IFB,4,Scrap,37.8,Metal,No,Yes,N/A,No,N/A,Medium,5190.3,0,5190.3
Refrigerator,Whirlpool,7,Working,54.3,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Medium,15490.9,0,15490.9
Mobile,OnePlus,4,Working,11.5,"Plastic, Glass",Yes,Yes,No Damage,No,N/A,Low,2704.37,0,2704.37
Refrigerator,Whirlpool,6,Non-Working,23.4,"Plastic, Glass",No,Yes,N/A,No,N/A,High,2035.85,140,1895.85
Washing Machine,IFB,2,Partially Working,5.0,"Glass, Plastic, Metal",No,No,N/A,No,N/A,Low,1469.18,663,806.1800000000001
AC,LG,15,Partially Working,35.8,"Glass, Plastic, Metal",No,No,N/A,Yes,Slightly Worn,High,4149.64,2180,1969.6400000000003
Laptop,Dell,1,Partially Working,17.4,"Metal, Plastic",No,No,No Damage,No,Slightly Worn,Low,1885.11,3234,0.0
Washing Machine,Bosch,4,Working,7.2,Metal,No,No,N/A,No,N/A,Low,770.52,0,770.52
TV,LG,13,Partially Working,10.3,Metal,No,Yes,No Damage,No,Intact,Medium,1264.69,3391,0.0
Printer,Epson,14,Working,31.1,Plastic,No,No,N/A,No,Damaged Wires,High,8476.94,0,8476.94
Laptop,Apple,1,Working,44.2,"Plastic, Glass",No,Yes,No Damage,No,Slightly Worn,High,12193.86,0,12193.86
Printer,Epson,13,Non-Working,11.1,"Glass, Plastic, Metal",No,No,N/A,No,Damaged Wires,High,2900.79,1091,1809.79
TV,LG,11,Working,41.0,"Metal, Plastic",No,No,Minor Scratches,Yes,Slightly Worn,Medium,3896.58,0,3896.58
Refrigerator,Godrej,14,Scrap,26.3,Plastic,No,Yes,N/A,No,N/A,Low,4491.05,0,4491.05
Refrigerator,Samsung,2,Partially Working,1.8,Plastic,No,Yes,N/A,No,N/A,Medium,375.82,3879,0.0
Mobile,Oppo,15,Partially Working,2.3,"Plastic, Glass",Yes,No,Cracked,No,N/A,Medium,402.24,914,0.0
Mobile,Samsung,13,Non-Working,11.3,Plastic,No,No,Cracked,No,N/A,High,1948.5,3839,0.0
Mobile,OnePlus,11,Scrap,1.3,Plastic,Yes,No,No Damage,No,N/A,Medium,306.78,0,306.78
Laptop,Lenovo,2,Scrap,56.4,"Glass, Plastic, Metal",Yes,Yes,Cracked,Yes,Damaged Wires,High,13505.59,0,13505.59
Laptop,Acer,11,Working,1.3,Metal,No,Yes,Missing Parts,Yes,Damaged Wires,Low,307.68,0,307.68
Laptop,Dell,11,Partially Working,46.4,Plastic,No,No,No Damage,No,Intact,Medium,9540.83,3512,6028.83
Laptop,Lenovo,3,Working,9.3,"Metal, Plastic",No,No,Minor Scratches,Yes,Slightly Worn,High,2479.36,0,2479.36
Washing Machine,Bosch,9,Partially Working,34.1,Plastic,No,No,N/A,No,N/A,Low,2455.58,2971,0.0
Washing Machine,Bosch,15,Working,51.9,Plastic,No,No,N/A,No,N/A,Medium,15304.78,0,15304.78
AC,Voltas,6,Scrap,26.8,Plastic,No,No,N/A,No,Intact,Low,7229.07,0,7229.07
Washing Machine,Bosch,1,Scrap,30.7,"Plastic, Glass",No,No,N/A,No,N/A,Low,6680.47,0,6680.47
Refrigerator,Whirlpool,13,Scrap,36.9,Plastic,No,No,N/A,No,N/A,Medium,8320.42,0,8320.42
Refrigerator,LG,6,Non-Working,22.8,Plastic,No,No,N/A,No,N/A,High,5618.92,3615,2003.92
Mobile,OnePlus,3,Working,8.8,Metal,No,Yes,Cracked,Yes,N/A,High,841.79,0,841.79
Microwave,Panasonic,3,Scrap,57.4,Plastic,No,Yes,N/A,No,N/A,Low,9245.89,0,9245.89
Laptop,HP,13,Partially Working,35.7,Metal,Yes,Yes,Minor Scratches,No,Slightly Worn,High,3598.52,2958,640.52
TV,Panasonic,7,Scrap,5.6,Plastic,No,No,No Damage,No,Intact,Low,736.75,0,736.75
AC,LG,1,Working,15.2,Plastic,No,Yes,N/A,No,Damaged Wires,High,4491.98,0,4491.98
Microwave,Samsung,12,Working,32.1,Metal,No,No,N/A,Yes,N/A,High,4167.97,0,4167.97
Microwave,Panasonic,15,Working,54.1,Plastic,No,No,N/A,No,N/A,High,13133.33,0,13133.33
Refrigerator,Samsung,8,Partially Working,8.6,"Plastic, Glass",No,Yes,N/A,No,N/A,Low,1220.29,936,284.28999999999996
Refrigerator,Samsung,1,Partially Working,5.3,Plastic,No,Yes,N/A,No,N/A,Medium,1129.54,3289,0.0
Washing Machine,Samsung,7,Scrap,33.2,"Metal, Plastic",No,No,N/A,Yes,N/A,High,6376.02,0,6376.02
TV,Sony,10,Scrap,24.0,Plastic,No,Yes,No Damage,No,Slightly Worn,High,6605.33,0,6605.33
Mobile,Apple,7,Working,29.4,Metal,No,Yes,Minor Scratches,No,N/A,Low,6453.21,0,6453.21
Mobile,Oppo,2,Non-Working,41.1,"Plastic, Glass",Yes,No,Missing Parts,No,N/A,Medium,9410.72,2491,6919.719999999999
Printer,Canon,4,Working,7.2,Metal,No,No,N/A,No,Intact,Medium,1747.14,0,1747.14
TV,LG,7,Non-Working,23.5,Plastic,No,Yes,Minor Scratches,No,Slightly Worn,Low,3682.4,3978,0.0
Refrigerator,Samsung,15,Non-Working,44.0,Metal,No,Yes,N/A,Yes,N/A,Medium,10661.94,3445,7216.9400000000005
Washing Machine,Samsung,4,Working,24.4,Metal,No,Yes,N/A,No,N/A,High,4651.1,0,4651.1
Refrigerator,Godrej,12,Partially Working,59.3,Plastic,No,No,N/A,No,N/A,Low,17616.5,3455,14161.5
Mobile,Oppo,11,Scrap,40.5,Plastic,No,Yes,No Damage,No,N/A,High,7559.26,0,7559.26
Laptop,Lenovo,11,Non-Working,57.8,"Plastic, Glass",Yes,No,Minor Scratches,No,Intact,Low,2891.34,3490,0.0
AC,LG,5,Working,12.0,"Glass, Plastic, Metal",No,Yes,N/A,Yes,Damaged Wires,High,1450.16,0,1450.16
Washing Machine,IFB,9,Partially Working,10.8,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,Medium,2078.15,1739,339.1500000000001
AC,Voltas,13,Partially Working,56.0,Metal,No,No,N/A,Yes,Slightly Worn,Low,11213.4,2691,8522.4
Printer,HP,12,Working,23.8,Plastic,No,No,N/A,No,Damaged Wires,High,1377.82,0,1377.82
Washing Machine,IFB,13,Partially Working,22.3,"Plastic, Glass",No,No,N/A,No,N/A,High,2222.6,2248,0.0
Mobile,Samsung,11,Partially Working,50.4,"Plastic, Glass",Yes,Yes,Cracked,No,N/A,Low,11342.63,695,10647.63
Washing Machine,Bosch,10,Partially Working,39.2,"Metal, Plastic",No,Yes,N/A,No,N/A,High,4745.5,273,4472.5
Mobile,OnePlus,12,Working,42.9,"Metal, Plastic",No,No,Missing Parts,Yes,N/A,Medium,6268.03,0,6268.03
Laptop,HP,10,Non-Working,28.7,"Metal, Plastic",No,No,No Damage,No,Intact,Low,7204.21,770,6434.21
Microwave,Samsung,5,Scrap,16.9,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Low,2776.87,0,2776.87
Mobile,Oppo,10,Working,16.9,Metal,Yes,No,Cracked,Yes,N/A,High,3107.11,0,3107.11
Refrigerator,Samsung,7,Scrap,35.4,"Glass, Plastic, Metal",No,No,N/A,No,N/A,High,7806.11,0,7806.11
Microwave,Panasonic,2,Partially Working,57.4,Metal,No,Yes,N/A,No,N/A,Medium,16882.94,1900,14982.939999999999
AC,Voltas,7,Partially Working,16.0,"Metal, Plastic",No,Yes,N/A,No,Slightly Worn,Medium,3233.63,2416,817.6300000000001
Printer,Epson,5,Scrap,56.3,Plastic,No,No,N/A,No,Slightly Worn,Medium,15776.08,0,15776.08
Printer,Epson,12,Partially Working,54.1,"Glass, Plastic, Metal",No,Yes,N/A,Yes,Intact,Medium,4102.69,3765,337.6899999999996
Microwave,Panasonic,5,Scrap,15.1,Metal,No,No,N/A,No,N/A,High,4123.07,0,4123.07
Microwave,LG,4,Partially Working,57.0,Plastic,No,Yes,N/A,No,N/A,Low,14578.27,2428,12150.27
Washing Machine,Bosch,7,Scrap,19.6,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,5039.41,0,5039.41
Washing Machine,Samsung,14,Non-Working,27.1,Plastic,No,Yes,N/A,No,N/A,Medium,4905.48,3000,1905.4799999999996
Microwave,Panasonic,12,Partially Working,45.5,Plastic,No,Yes,N/A,No,N/A,High,8093.64,2380,5713.64
AC,Voltas,5,Scrap,12.1,Plastic,No,Yes,N/A,No,Intact,Medium,2716.06,0,2716.06
Microwave,Samsung,5,Partially Working,15.1,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,Low,1215.94,3055,0.0
TV,Sony,4,Partially Working,1.7,"Glass, Plastic, Metal",No,No,Missing Parts,Yes,Intact,High,151.37,3222,0.0
Washing Machine,IFB,13,Partially Working,6.4,Plastic,No,Yes,N/A,No,N/A,High,1852.22,698,1154.22
Laptop,HP,4,Partially Working,52.0,"Glass, Plastic, Metal",No,No,No Damage,No,Slightly Worn,High,13927.19,3701,10226.19
AC,Daikin,5,Partially Working,49.4,Plastic,No,Yes,N/A,No,Slightly Worn,Medium,4771.13,375,4396.13
AC,Daikin,11,Working,0.6,Plastic,No,No,N/A,No,Intact,Medium,147.83,0,147.83
Printer,Epson,2,Partially Working,24.9,Plastic,No,No,N/A,No,Intact,Medium,3643.74,2365,1278.7399999999998
Laptop,Dell,1,Scrap,3.4,Plastic,Yes,No,No Damage,No,Slightly Worn,Medium,189.85,0,189.85
Microwave,Panasonic,10,Partially Working,22.5,Plastic,No,No,N/A,No,N/A,High,3443.26,2063,1380.2600000000002
TV,LG,7,Scrap,1.0,"Glass, Plastic, Metal",No,Yes,Missing Parts,Yes,Slightly Worn,High,193.07,0,193.07
TV,Sony,4,Working,22.0,Metal,No,Yes,Cracked,Yes,Slightly Worn,Medium,2684.6,0,2684.6
Laptop,Dell,1,Scrap,28.8,"Metal, Plastic",Yes,Yes,Minor Scratches,Yes,Damaged Wires,Low,3239.04,0,3239.04
Laptop,Lenovo,3,Non-Working,58.8,"Glass, Plastic, Metal",Yes,No,Cracked,No,Damaged Wires,High,16170.12,2278,13892.12
Mobile,Vivo,4,Scrap,54.9,"Plastic, Glass",No,Yes,Minor Scratches,No,N/A,High,4133.57,0,4133.57
AC,LG,12,Working,56.1,Metal,No,Yes,N/A,No,Damaged Wires,Low,10775.01,0,10775.01
Washing Machine,LG,5,Working,12.6,Plastic,No,Yes,N/A,No,N/A,Medium,3775.8,0,3775.8
Printer,HP,10,Partially Working,47.9,"Glass, Plastic, Metal",No,Yes,N/A,No,Slightly Worn,High,10772.67,2410,8362.67
Washing Machine,Bosch,3,Scrap,49.8,"Metal, Plastic",No,No,N/A,Yes,N/A,Low,14878.38,0,14878.38
Printer,Canon,5,Partially Working,11.0,"Glass, Plastic, Metal",No,Yes,N/A,No,Intact,Low,1133.01,2778,0.0
Refrigerator,Samsung,8,Working,36.5,"Metal, Plastic",No,No,N/A,No,N/A,High,6108.74,0,6108.74
Microwave,Samsung,3,Partially Working,9.5,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,Medium,1683.84,3617,0.0
AC,Hitachi,11,Partially Working,5.1,Plastic,No,No,N/A,No,Damaged Wires,High,1084.1,2430,0.0
Printer,Canon,10,Non-Working,25.5,Plastic,No,No,N/A,No,Intact,Medium,3563.75,2689,874.75
Printer,HP,12,Partially Working,11.1,"Plastic, Glass",No,No,N/A,No,Damaged Wires,High,2027.73,638,1389.73
Refrigerator,LG,14,Working,56.3,Plastic,No,No,N/A,No,N/A,Low,9497.33,0,9497.33
Printer,Canon,10,Working,53.3,Metal,No,Yes,N/A,Yes,Intact,Low,5384.79,0,5384.79
Microwave,LG,9,Scrap,19.3,"Plastic, Glass",No,Yes,N/A,No,N/A,Low,3820.4,0,3820.4
Microwave,Panasonic,11,Partially Working,14.3,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,3631.87,3058,573.8699999999999
Printer,Canon,7,Partially Working,55.6,"Glass, Plastic, Metal",No,Yes,N/A,Yes,Intact,Low,16490.02,2543,13947.02
TV,Panasonic,7,Working,48.4,Metal,No,Yes,No Damage,No,Damaged Wires,Low,5293.18,0,5293.18
Laptop,HP,7,Non-Working,2.8,Plastic,No,No,Missing Parts,No,Intact,High,236.86,2027,0.0
Mobile,OnePlus,10,Non-Working,17.3,"Plastic, Glass",No,No,No Damage,No,N/A,High,5049.15,1184,3865.1499999999996
Refrigerator,Whirlpool,1,Partially Working,19.1,Plastic,No,Yes,N/A,No,N/A,Low,4731.65,403,4328.65
Microwave,Samsung,6,Working,55.1,Plastic,No,No,N/A,No,N/A,Low,3357.15,0,3357.15
Refrigerator,Samsung,2,Partially Working,2.4,Metal,No,Yes,N/A,No,N/A,Low,179.14,2897,0.0
Mobile,Vivo,8,Non-Working,6.0,"Glass, Plastic, Metal",Yes,Yes,No Damage,Yes,N/A,High,1221.14,2371,0.0
Microwave,Samsung,1,Partially Working,15.7,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,925.76,1726,0.0
Laptop,Lenovo,11,Working,30.0,Plastic,Yes,No,Missing Parts,No,Damaged Wires,High,2184.15,0,2184.15
TV,Panasonic,12,Scrap,43.3,"Glass, Plastic, Metal",No,Yes,Cracked,No,Intact,Medium,9989.55,0,9989.55
Washing Machine,LG,10,Non-Working,45.3,Plastic,No,Yes,N/A,No,N/A,Medium,10237.83,2532,7705.83
Laptop,Apple,1,Partially Working,30.0,Plastic,Yes,No,Cracked,No,Intact,High,6639.11,3843,2796.1099999999997
Laptop,Acer,11,Partially Working,50.0,Plastic,Yes,Yes,Cracked,No,Intact,Low,12386.14,1483,10903.14
Refrigerator,LG,5,Scrap,47.9,Plastic,No,No,N/A,No,N/A,High,14104.45,0,14104.45
Mobile,Oppo,5,Scrap,26.2,Plastic,No,No,Missing Parts,No,N/A,High,2797.41,0,2797.41
Microwave,Panasonic,3,Partially Working,3.1,"Metal, Plastic",No,No,N/A,Yes,N/A,Low,345.2,2618,0.0
Mobile,Oppo,13,Partially Working,13.0,Plastic,No,No,Cracked,No,N/A,Low,953.44,858,95.44000000000005
Microwave,Samsung,8,Non-Working,3.8,Plastic,No,Yes,N/A,No,N/A,High,406.69,3178,0.0
Printer,HP,7,Scrap,33.0,Plastic,No,No,N/A,No,Damaged Wires,Medium,4074.44,0,4074.44
Mobile,OnePlus,7,Working,32.3,"Metal, Plastic",Yes,No,No Damage,Yes,N/A,Medium,6147.47,0,6147.47
Laptop,Lenovo,2,Scrap,40.9,"Glass, Plastic, Metal",No,Yes,Missing Parts,No,Slightly Worn,High,7217.77,0,7217.77
Refrigerator,LG,2,Working,23.5,"Metal, Plastic",No,No,N/A,Yes,N/A,Medium,1717.77,0,1717.77
AC,Daikin,9,Working,20.7,"Glass, Plastic, Metal",No,No,N/A,Yes,Slightly Worn,Medium,3815.68,0,3815.68
Printer,Epson,15,Non-Working,57.8,"Plastic, Glass",No,Yes,N/A,No,Damaged Wires,High,14166.23,1781,12385.23
Microwave,LG,7,Working,15.2,Metal,No,No,N/A,No,N/A,Medium,1005.84,0,1005.84
Microwave,Samsung,14,Partially Working,6.9,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,1496.88,1977,0.0
Printer,Canon,2,Partially Working,3.5,Plastic,No,Yes,N/A,No,Damaged Wires,Low,618.85,3781,0.0
AC,Voltas,1,Non-Working,3.3,"Glass, Plastic, Metal",No,Yes,N/A,No,Intact,High,391.56,1038,0.0
Refrigerator,Samsung,10,Non-Working,1.8,Metal,No,Yes,N/A,Yes,N/A,Low,451.98,330,121.98000000000002
AC,Daikin,10,Scrap,45.8,"Metal, Plastic",No,Yes,N/A,Yes,Intact,Low,13494.07,0,13494.07
Washing Machine,Samsung,2,Partially Working,30.2,"Plastic, Glass",No,No,N/A,No,N/A,Medium,6038.86,1441,4597.86
AC,Voltas,8,Scrap,38.8,"Metal, Plastic",No,Yes,N/A,Yes,Slightly Worn,High,5767.72,0,5767.72
Refrigerator,Samsung,14,Partially Working,38.5,Metal,No,No,N/A,No,N/A,High,4958.94,518,4440.94
AC,Daikin,7,Scrap,20.7,Plastic,No,No,N/A,No,Damaged Wires,Low,5479.21,0,5479.21
AC,Hitachi,12,Non-Working,29.8,"Plastic, Glass",No,No,N/A,No,Intact,Low,1651.85,2608,0.0
Washing Machine,LG,9,Partially Working,34.7,"Metal, Plastic",No,No,N/A,No,N/A,Medium,7401.18,1749,5652.18
Laptop,HP,14,Working,3.8,"Plastic, Glass",No,No,Cracked,No,Damaged Wires,Low,478.66,0,478.66
Microwave,Panasonic,3,Scrap,15.3,Metal,No,No,N/A,Yes,N/A,Medium,1190.93,0,1190.93
Mobile,Apple,12,Working,44.3,"Metal, Plastic",Yes,No,No Damage,Yes,N/A,Medium,11957.42,0,11957.42
TV,Sony,9,Non-Working,34.4,"Plastic, Glass",No,No,Cracked,No,Slightly Worn,High,7265.15,994,6271.15
Washing Machine,Bosch,15,Partially Working,3.8,Metal,No,No,N/A,Yes,N/A,High,1117.79,634,483.78999999999996
AC,Hitachi,3,Working,25.4,Metal,No,Yes,N/A,Yes,Damaged Wires,Low,7493.44,0,7493.44
Microwave,LG,13,Partially Working,45.3,Plastic,No,Yes,N/A,No,N/A,High,7496.93,855,6641.93
Washing Machine,LG,9,Working,54.4,Metal,No,Yes,N/A,Yes,N/A,Medium,13145.08,0,13145.08
Microwave,LG,12,Partially Working,31.0,"Plastic, Glass",No,No,N/A,No,N/A,Low,2583.05,153,2430.05
TV,LG,1,Partially Working,42.6,"Metal, Plastic",No,No,Missing Parts,No,Intact,Medium,11999.93,573,11426.93
Refrigerator,Godrej,13,Scrap,18.8,Metal,No,No,N/A,No,N/A,High,2884.52,0,2884.52
TV,LG,4,Partially Working,18.5,Plastic,No,No,Minor Scratches,No,Intact,High,4851.62,1294,3557.62
Printer,HP,12,Scrap,40.7,Metal,No,Yes,N/A,Yes,Damaged Wires,Low,2097.3,0,2097.3
Mobile,Apple,10,Scrap,26.5,"Metal, Plastic",No,No,Cracked,No,N/A,Medium,5154.21,0,5154.21
Laptop,Lenovo,9,Partially Working,24.3,Metal,No,No,Cracked,Yes,Damaged Wires,Medium,2395.19,2505,0.0
Microwave,Samsung,4,Partially Working,36.0,"Glass, Plastic, Metal",No,No,N/A,Yes,N/A,Low,2204.57,1495,709.5700000000002
Laptop,HP,15,Partially Working,6.8,Metal,No,No,Cracked,Yes,Intact,Medium,371.91,2900,0.0
Laptop,Apple,5,Scrap,27.7,"Metal, Plastic",Yes,Yes,Cracked,No,Slightly Worn,Medium,1633.04,0,1633.04
Laptop,Dell,3,Working,39.3,"Metal, Plastic",Yes,No,Missing Parts,No,Damaged Wires,High,10887.16,0,10887.16
TV,LG,11,Partially Working,35.2,Plastic,No,Yes,Missing Parts,No,Damaged Wires,Medium,7178.32,1856,5322.32
Printer,Epson,2,Non-Working,27.5,Plastic,No,No,N/A,No,Damaged Wires,Low,4512.03,3994,518.0299999999997
Laptop,Apple,10,Non-Working,5.1,Plastic,Yes,No,Minor Scratches,No,Slightly Worn,Low,1225.97,416,809.97
Refrigerator,LG,1,Partially Working,22.4,"Plastic, Glass",No,Yes,N/A,No,N/A,Medium,4353.38,1373,2980.38
AC,Hitachi,3,Non-Working,19.8,"Plastic, Glass",No,Yes,N/A,No,Damaged Wires,Medium,1732.4,2270,0.0
TV,Panasonic,15,Scrap,20.6,Plastic,No,No,No Damage,No,Damaged Wires,High,5118.02,0,5118.02
Refrigerator,LG,12,Working,29.5,"Glass, Plastic, Metal",No,Yes,N/A,Yes,N/A,High,5966.72,0,5966.72
Mobile,Samsung,4,Scrap,24.2,Plastic,Yes,No,Missing Parts,No,N/A,High,6752.06,0,6752.06
Laptop,Acer,15,Working,50.4,Plastic,No,Yes,No Damage,No,Damaged Wires,Low,6970.73,0,6970.73
AC,Voltas,15,Partially Working,43.2,Plastic,No,No,N/A,No,Damaged Wires,Low,2182.36,2173,9.360000000000127
AC,LG,2,Partially Working,52.3,"Glass, Plastic, Metal",No,Yes,N/A,No,Damaged Wires,Low,6147.97,1279,4868.97
Refrigerator,Samsung,7,Partially Working,52.0,"Metal, Plastic",No,No,N/A,Yes,N/A,Low,7533.9,2884,4649.9
Refrigerator,LG,3,Scrap,19.0,Metal,No,No,N/A,No,N/A,High,1268.49,0,1268.49
AC,LG,13,Non-Working,49.7,"Metal, Plastic",No,Yes,N/A,Yes,Intact,High,4393.37,1234,3159.37
Mobile,Oppo,13,Non-Working,5.3,Plastic,No,No,Minor Scratches,No,N/A,Medium,319.23,1916,0.0
Laptop,Lenovo,10,Non-Working,58.9,"Plastic, Glass",Yes,No,Missing Parts,No,Intact,High,13380.19,2513,10867.19
TV,Sony,12,Scrap,35.4,"Metal, Plastic",No,No,No Damage,No,Slightly Worn,Low,8246.89,0,8246.89
AC,LG,7,Non-Working,56.0,Plastic,No,Yes,N/A,No,Slightly Worn,Low,13699.11,861,12838.11
AC,Daikin,12,Partially Working,10.7,"Metal, Plastic",No,Yes,N/A,No,Damaged Wires,High,2932.28,2821,111.2800000000002
Refrigerator,LG,1,Scrap,13.3,"Plastic, Glass",No,Yes,N/A,No,N/A,High,1665.95,0,1665.95
TV,LG,2,Scrap,50.9,Plastic,No,No,No Damage,No,Damaged Wires,Low,2790.54,0,2790.54
Mobile,Samsung,9,Scrap,18.1,"Metal, Plastic",Yes,Yes,Cracked,No,N/A,Medium,1195.44,0,1195.44
Refrigerator,LG,11,Scrap,47.0,"Glass, Plastic, Metal",No,Yes,N/A,No,N/A,High,11339.54,0,11339.54
Printer,HP,12,Non-Working,30.5,Metal,No,No,N/A,Yes,Damaged Wires,Low,2975.87,1556,1419.87
Refrigerator,Whirlpool,9,Partially Working,30.5,Metal,No,No,N/A,No,N/A,Low,6949.54,2593,4356.54
Laptop,Acer,9,Non-Working,8.9,"Glass, Plastic, Metal",No,No,No Damage,Yes,Intact,Medium,1501.04,1686,0.0
Printer,HP,5,Partially Working,5.1,Plastic,No,No,N/A,No,Damaged Wires,Medium,1527.35,1817,0.0
Microwave,LG,12,Working,17.2,Metal,No,Yes,N/A,Yes,N/A,Low,4158.31,0,4158.31
AC,Daikin,7,Non-Working,28.4,Metal,No,Yes,N/A,No,Slightly Worn,Low,2148.33,858,1290.33
AC,LG,15,Working,26.5,"Metal, Plastic",No,No,N/A,Yes,Damaged Wires,High,3595.24,0,3595.24
Mobile,Vivo,13,Working,7.7,"Plastic, Glass",Yes,No,Minor Scratches,No,N/A,Low,2146.83,0,2146.83
Microwave,LG,1,Working,21.7,Metal,No,Yes,N/A,Yes,N/A,Medium,5200.67,0,5200.67
Refrigerator,LG,8,Scrap,41.0,Plastic,No,No,N/A,No,N/A,Low,7676.8,0,7676.8
Washing Machine,LG,12,Working,11.0,"Metal, Plastic",No,Yes,N/A,Yes,N/A,Medium,3089.89,0,3089.89
Washing Machine,LG,4,Partially Working,2.1,"Plastic, Glass",No,No,N/A,No,N/A,High,460.6,2624,0.0
Microwave,LG,14,Working,47.5,Plastic,No,No,N/A,No,N/A,High,8000.58,0,8000.58
Laptop,Lenovo,13,Partially Working,58.9,Plastic,Yes,No,Cracked,No,Intact,Medium,3830.33,815,3015.33
Refrigerator,LG,10,Scrap,28.4,"Metal, Plastic",No,No,N/A,Yes,N/A,Low,4042.63,0,4042.63
TV,Samsung,15,Scrap,48.7,"Metal, Plastic",No,Yes,No Damage,No,Damaged Wires,Medium,13748.35,0,13748.35
